"","@ in URLs","Attachments","Css","Encoding","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs"
"200","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"201","False","0","0","7bit","0","False","True","False","False","False","0","True","10"
"202","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"203","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"204","False","0","0","7bit","0","False","True","False","False","False","0","True","21"
"205","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"206","False","0","0","none","0","False","True","False","False","False","0","True","2"
"207","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"208","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"209","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"210","False","0","0","none","0","False","True","False","False","False","0","True","48"
"211","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"212","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"213","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"214","False","0","0","none","0","False","True","False","False","False","0","True","3"
"215","False","0","0","7bit","0","False","True","False","False","False","0","True","13"
"216","False","0","0","7bit","0","False","True","False","False","True","1","True","15"
"217","False","0","0","7bit","0","True","True","False","False","False","0","True","5"
"218","False","0","0","7bit","0","True","True","False","False","False","0","True","5"
"219","False","0","0","quoted-printable","0","False","True","False","False","False","0","True","4"
"220","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"221","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"222","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"223","False","0","0","none","0","False","True","False","False","False","0","True","5"
"224","False","0","0","none","0","False","True","False","False","False","0","True","5"
"225","False","0","0","7bit","0","False","True","False","False","True","3","True","9"
"226","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"227","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"228","False","0","0","none","0","False","True","False","False","False","0","True","2"
"229","False","0","0","7bit","0","False","True","False","False","False","0","True","17"
"230","False","0","0","7bit","0","False","True","False","False","True","0","True","18"
"231","False","0","0","7bit","0","False","True","False","False","True","0","True","4"
"232","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"233","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"234","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"235","False","0","0","none","0","False","True","False","False","False","0","True","2"
"236","False","0","0","none","0","False","True","False","False","False","0","True","3"
"237","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"238","False","0","0","none","0","False","True","False","False","True","0","True","5"
"239","False","0","0","none","0","False","True","False","False","True","0","True","5"
"240","False","0","0","none","0","False","True","False","False","False","0","True","2"
"241","False","0","0","none","0","False","True","False","False","False","0","True","5"
"242","False","0","0","none","0","False","True","False","False","False","0","True","5"
"243","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"244","False","0","0","quoted-printable","0","False","True","False","False","True","0","True","1"
"245","False","0","0","none","0","False","True","False","False","False","0","True","2"
"246","False","0","0","base64","0","False","True","False","False","False","0","True","1"
"247","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"248","False","0","0","none","0","False","True","False","False","False","0","True","2"
"249","False","0","0","7bit","0","False","True","False","False","False","0","True","16"
"250","False","0","0","none","0","False","True","False","False","False","0","True","5"
"251","False","0","0","none","0","False","True","False","False","False","0","True","5"
"252","False","0","0","none","0","False","True","False","False","False","0","True","12"
"253","False","0","0","none","0","False","True","False","False","False","0","True","2"
"254","False","0","0","7bit","0","False","True","False","False","False","0","True","14"
"255","False","0","0","7bit","0","False","True","False","False","False","0","True","14"
"256","False","0","0","7bit","0","False","True","False","False","False","0","True","17"
"257","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"258","False","0","0","none","0","False","True","False","False","False","0","True","3"
"259","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"260","False","0","0","7bit","0","False","True","False","False","False","0","True","46"
"261","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"262","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"263","False","0","0","7bit","0","False","True","False","False","False","0","True","44"
"264","False","0","0","7bit","0","False","True","False","False","False","0","True","19"
"265","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"266","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"267","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"268","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"269","False","0","0","7bit","0","False","True","False","False","False","0","True","44"
"270","False","0","0","none","0","False","False","False","False","False","0","True","0"
"271","False","0","0","7bit","0","False","True","False","False","False","0","True","23"
"272","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"273","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"274","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"275","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"276","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"277","False","0","0","none","0","False","True","False","False","True","0","True","1"
"278","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"279","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"280","False","0","0","none","0","False","True","False","False","False","0","True","1"
"281","False","0","0","7bit","0","False","True","False","False","False","0","True","44"
"282","False","0","0","none","0","False","True","False","False","True","0","True","3"
"283","False","0","0","7bit","0","False","True","False","False","False","0","True","44"
"284","False","0","0","7bit","0","False","True","False","False","False","0","True","10"
"285","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"286","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"287","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"288","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"289","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"290","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"291","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"292","False","0","0","quoted-printable","0","False","True","False","False","False","0","True","4"
"293","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"294","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"295","False","0","0","7bit","0","False","True","False","False","True","0","True","11"
"296","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"297","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"298","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"299","False","0","0","none","0","False","True","False","False","True","0","True","8"
"300","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"301","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"302","False","0","0","none","0","False","True","False","False","True","0","True","8"
"303","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"304","False","0","0","none","0","False","True","False","False","False","0","True","2"
"305","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"306","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"307","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"308","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"309","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"310","False","0","0","none","0","False","True","False","False","False","0","True","5"
"311","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"312","False","0","0","none","0","False","True","False","False","True","0","True","3"
"313","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"314","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"315","False","0","0","7bit","0","False","True","False","False","True","0","True","6"
"316","False","0","0","7bit","0","False","True","False","False","True","0","True","60"
"317","False","0","0","7bit","0","False","True","False","False","True","0","True","7"
"318","False","0","0","7bit","0","False","True","False","False","False","0","True","50"
"319","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"320","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"321","False","0","0","7bit","0","False","True","False","False","False","0","True","28"
"322","False","0","0","7bit","0","False","True","False","False","True","0","True","11"
"323","False","0","0","7bit","0","False","True","False","False","True","0","True","9"
"324","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"325","False","0","0","none","0","False","True","False","False","False","0","True","2"
"326","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"327","False","0","0","7bit","0","False","True","False","False","True","0","True","44"
"328","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"329","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"330","False","0","0","7bit","0","False","True","False","False","True","0","True","4"
"331","False","0","0","none","0","False","True","False","False","False","0","True","2"
"332","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"333","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"334","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"335","False","0","0","none","0","False","True","False","False","False","0","True","1"
"336","False","0","0","none","0","False","True","False","False","False","0","True","10"
"337","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"338","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"339","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"340","False","0","0","7bit","0","False","True","False","False","True","0","True","19"
"341","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"342","False","0","0","none","0","False","True","False","False","True","0","True","5"
"343","False","0","0","7bit","0","False","True","False","False","True","0","True","44"
"344","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"345","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"346","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"347","False","0","0","none","0","False","True","False","False","False","0","True","2"
"348","False","0","0","none","0","False","True","False","False","False","0","True","2"
"349","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"350","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"351","False","0","0","none","0","False","True","False","False","False","0","True","3"
"352","False","0","0","7bit","0","False","True","False","False","False","0","True","56"
"353","False","0","2","7bit","2","False","True","False","False","False","0","True","21"
"354","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"355","False","0","0","7bit","0","False","False","False","False","True","0","True","1"
"356","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"357","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"358","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"359","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"360","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"361","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"362","False","0","0","7bit","0","False","True","False","False","False","0","True","56"
"363","False","0","0","7bit","0","False","True","False","False","False","0","True","56"
"364","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"365","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"366","False","0","0","7bit","0","False","True","False","False","False","0","True","20"
"367","False","0","0","none","0","False","True","False","False","False","2","True","5"
"368","False","0","0","7bit","0","False","True","False","False","False","0","True","50"
"369","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"370","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"371","False","0","0","7bit","0","False","True","False","False","False","0","True","11"
"372","False","0","0","7bit","0","False","True","False","False","False","0","True","22"
"373","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"374","False","0","0","none","0","False","True","False","False","False","0","True","3"
"375","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"376","False","0","0","none","0","False","True","False","False","False","0","True","3"
"377","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"378","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"379","False","0","0","none","0","False","True","False","False","False","0","True","3"
"380","False","0","0","none","0","False","True","False","False","False","0","True","3"
"381","False","0","1","7bit","1","False","True","False","False","False","1","True","12"
"382","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"383","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"384","False","0","0","7bit","0","False","True","False","False","False","0","True","48"
"385","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"386","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"387","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"388","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"389","False","0","0","7bit","0","False","True","False","False","True","0","True","29"
"390","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"391","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"392","False","0","0","none","0","False","True","False","False","False","0","True","2"
"393","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"394","False","0","0","7bit","0","False","True","False","False","False","0","True","10"
"395","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"396","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"397","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"398","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"399","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"400","False","0","0","none","0","False","True","False","False","False","0","True","2"
"401","False","0","0","8bit","0","False","True","False","False","False","0","True","31"
"402","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"403","False","0","0","none","0","False","True","False","False","False","0","True","2"
"404","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"405","False","0","0","7bit","0","False","True","False","False","False","0","True","9"
"406","False","0","0","none","0","False","True","False","False","False","0","True","2"
"407","False","0","0","none","0","False","True","False","False","False","0","True","2"
"408","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"409","False","0","1","none","0","False","True","False","False","True","1","True","9"
"410","False","0","6","7bit","6","False","True","False","False","False","0","True","13"
"411","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"412","False","0","6","7bit","6","False","True","False","False","False","0","True","13"
"413","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"414","False","0","0","7bit","0","False","True","False","False","False","0","True","8"
"415","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"416","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"417","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"418","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"419","False","0","1","none","0","False","True","False","False","True","1","True","9"
"420","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"421","False","0","6","7bit","6","False","True","False","False","False","0","True","13"
"422","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"423","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"424","False","0","0","none","0","False","True","False","False","False","0","True","3"
"425","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"426","False","0","0","7bit","0","False","False","False","False","False","0","True","1"
"427","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"428","False","0","0","7bit","0","False","True","False","False","False","0","True","18"
"429","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"430","False","0","0","none","0","False","True","False","False","False","0","True","3"
"431","False","0","0","none","0","False","True","False","False","False","0","True","3"
"432","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"433","False","0","0","none","0","False","True","False","False","False","0","True","2"
"434","False","0","0","7bit","0","False","True","False","False","False","0","True","1"
"435","False","0","0","7bit","0","False","True","False","False","False","0","True","29"
"436","False","0","0","none","0","False","True","False","False","False","0","True","2"
"437","False","0","0","7bit","0","False","True","False","False","False","0","True","36"
